avg     	gen	max     	min     	std    	time   
-3044.45	0  	-2411.52	-13106.3	614.083	21.4211
-2824.76	1  	-2391.48	-11773  	513.03 	29.7051
-2668.12	2  	-2371.56	-3860.55	201.944	38.2398
-2598.88	3  	-2315.79	-7376.05	344.033	46.6909
-2531.57	4  	-2315.79	-7341.8 	327.371	55.0312
-2466.85	5  	-2311.68	-3000.47	83.5591	63.4092
-2456.81	6  	-2305.94	-8745.13	457.084	71.4588
-2399.85	7  	-2263.56	-3250.48	71.2829	80.0622
-2380.59	8  	-2263.56	-2889.39	57.871 	88.4267
-2356.77	9  	-2251.05	-2605.61	46.8727	96.619 
-2337.01	10 	-2226.66	-2529.9 	44.4535	104.911
-2319.44	11 	-2226.66	-2564.43	39.8398	113.406
-2304.71	12 	-2221.3 	-2498.81	36.4801	121.926
-2290.09	13 	-2221.3 	-2534.73	35.8495	130.396
-2272.02	14 	-2218.95	-2456.07	29.6802	138.609
-2262.59	15 	-2215.78	-3617.52	79.8043	146.974
-2250.8 	16 	-2205.75	-2373.93	23.5083	155.536
-2244.18	17 	-2203.81	-3351.47	60.9079	163.754
-2230.87	18 	-2195.18	-2371.95	19.0839	172.241
-2222.28	19 	-2189.38	-2682.05	25.8284	180.622
-2215.94	20 	-2187.93	-2651.06	31.6642	189.127
-2207.55	21 	-2185.7 	-2649.63	24.4818	197.305
-2201.58	22 	-2179.22	-2666.79	23.1633	205.757
-2201.91	23 	-2178   	-2695.19	50.5885	214.06 
-2196.8 	24 	-2177.39	-2657.01	38.1704	222.326
-2190.92	25 	-2175.64	-2572.53	24.5544	230.515
-2187.99	26 	-2170.95	-2444.46	19.1113	238.81 
-2185.06	27 	-2165.11	-2535.1 	22.0831	247.086
-2182.3 	28 	-2164.41	-2869.49	35.3386	255.528
-2176.69	29 	-2161.36	-2263.42	10.6501	263.897
-2172.61	30 	-2160.32	-2294.54	10.1399	272.545
-2169.62	31 	-2159.19	-2319.08	11.3747	280.645
-2168.83	32 	-2159.15	-2467.09	22.2117	288.965
-2165.59	33 	-2157.93	-2267.17	10.6882	297.354
-2164.02	34 	-2154.56	-2365.85	13.7754	305.835
-2161.9 	35 	-2154.56	-2296.03	8.40836	314.085
-2160.7 	36 	-2152.89	-2263.05	9.32217	322.345
-2160.14	37 	-2152.89	-2394.56	15.9653	330.673
-2159.59	38 	-2151.08	-2438.94	17.4151	339.174
-2157.23	39 	-2150.38	-2268.43	9.51762	347.738
-2157.17	40 	-2149.56	-2720.62	26.3177	356.065
-2156.49	41 	-2149.56	-2454.86	21.4942	364.447
-2154.42	42 	-2148.67	-2245.71	11.0226	372.592
-2153.3 	43 	-2146.76	-2266.77	10.5271	381.058
-2151.27	44 	-2146.76	-2202.16	5.15443	389.464
-2152.52	45 	-2146.27	-2637.01	23.8292	398.13 
-2152.36	46 	-2145.66	-2482.04	21.1242	406.485
-2150.43	47 	-2145.66	-2263.29	10.0983	414.987
-2152.73	48 	-2145.37	-2742.61	39.8098	423.11 
-2149.19	49 	-2144.87	-2343.95	13.2617	431.687
-2151.07	50 	-2143.85	-2389.89	23.1695	440.005
-2149.53	51 	-2143.85	-2901.14	36.5732	448.269
-2150.5 	52 	-2143.85	-2518.48	30.6375	456.677
-2147.7 	53 	-2143.85	-2283.87	11.7742	465.092
-2147.85	54 	-2142.6 	-2444.67	19.7946	473.901
-2147.67	55 	-2142.51	-2364.67	16.7169	482.319
-2147.65	56 	-2142.51	-2598.01	26.3215	490.441
-2146.79	57 	-2142.21	-2439.92	17.5533	498.554
-2147.26	58 	-2141.81	-2774.1 	31.6377	507.039
-2144.47	59 	-2141.73	-2275.18	8.42258	514.951
-2145.18	60 	-2141.08	-2529.06	18.7635	523.264
-2145.15	61 	-2141.08	-2263.94	11.852 	531.571
-2144.33	62 	-2140.95	-2343.37	12.0036	540.116
-2146.5 	63 	-2140.38	-2735.11	32.1337	548.575
-2143.55	64 	-2139.99	-2230.96	7.50363	557.115
-2143.5 	65 	-2139.87	-2244.56	9.35115	565.499
-2144.45	66 	-2139.79	-2546.65	23.6002	573.807
-2142.84	67 	-2139.51	-2266.6 	10.0269	582.238
-2143.31	68 	-2138.92	-2342.23	14.1173	590.68 
-2143.7 	69 	-2138.92	-2469.13	22.4084	599.144
-2143.12	70 	-2138.47	-2422.18	20.6047	607.521
-2143.44	71 	-2138.07	-2330.63	16.7006	616.183
-2143.74	72 	-2138.07	-2852.51	34.5838	624.312
-2143.31	73 	-2138.07	-2529.15	26.9991	632.782
-2142.85	74 	-2137.98	-2767.01	38.5716	641.323
-2141.28	75 	-2137.98	-2402.18	15.2499	649.909
-2150.66	76 	-2137.98	-6150.56	181.705	658.45 
-2139.74	77 	-2137.98	-2278.85	9.52445	666.826
-2139.94	78 	-2137.98	-2274.45	10.9731	675.185
-2140.31	79 	-2137.98	-2253.94	11.2649	683.556
-2142.37	80 	-2137.98	-2620.16	28.9605	692.025
-2140.33	81 	-2137.98	-2390.11	14.581 	700.279
-2147.82	82 	-2137.98	-3369.47	82.1047	708.664
-2143.7 	83 	-2137.86	-2781.44	45.5881	716.792
-2140.08	84 	-2137.86	-2305.01	12.0562	725.373
-2141.84	85 	-2137.86	-2682.69	34.6999	733.98 
-2139.64	86 	-2137.86	-2243.85	9.55198	742.464
-2142.07	87 	-2137.86	-2399.26	21.5614	750.972
-2139.37	88 	-2137.86	-2236.05	7.07133	759.143
-2140.03	89 	-2137.86	-2241.72	10.0756	767.547
-2139.88	90 	-2137.86	-2244.23	9.5111 	776.192
-2139.98	91 	-2137.86	-2328.84	12.769 	784.572
-2140.96	92 	-2137.86	-2398.58	16.7494	793.051
-2141.92	93 	-2137.86	-3391.76	56.4842	801.436
-2141.59	94 	-2137.86	-2586.14	25.0358	809.597
-2140.5 	95 	-2137.26	-2328.75	13.5799	818.018
-2140.16	96 	-2137.26	-2287.34	11.0621	826.305
-2140.75	97 	-2137.26	-2329.44	14.8791	834.715
-2140.14	98 	-2137.26	-2322.07	13.2154	842.859
-2140.29	99 	-2137.25	-2287.39	12.4643	851.455
avg     	gen	max     	min     	std    	time   
