Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,1600.0,0,3600.0,-1,0.0,0.0,1,1600.0,0,0.0,SAT,,467.954,
2,2,1,1600.0,0,3600.0,-1,467.078911,0.0,1,1600.0,1,467.078911,SAT,,465.107,
3,3,1,1600.0,0,3600.0,-1,928.824895,0.0,1,1600.0,1,1395.903806,SAT,,490.659,
4,4,1,1600.0,0,3600.0,-1,1417.962386,0.0,1,1600.0,2,2813.866192,SAT,,418.981,
5,5,1,1600.0,0,3600.0,-1,1834.71735,0.0,1,1600.0,2,4648.583542,SAT,,491.738,
6,6,1,1600.0,0,3600.0,-1,2324.122524,0.0,1,1600.0,3,6972.706066000001,SAT,,257.578,
7,7,1,1600.0,0,3600.0,-1,2324.122524,0.0,1,1600.0,3,9296.828590000001,SAT,,628.877,
8,8,1,1600.0,0,3600.0,-1,3208.291123,0.0,1,1600.0,4,12505.119713,SAT,,514.955,
9,9,1,1600.0,0,3600.0,-1,3722.511008,0.0,1,1600.0,4,16227.630721,SAT,,735.118,
10,10,1,1600.0,0,3600.0,-1,4454.415947,0.0,1,1600.0,5,20682.046668,SAT,,560.407,
11,11,1,1600.0,0,3600.0,-1,5012.256203,0.0,1,1600.0,5,25694.302871,SAT,,434.356,
12,12,1,1600.0,0,3600.0,-1,5444.044579,0.0,1,1600.0,6,31138.34745,SAT,,242.924,
13,13,1,1600.0,0,3600.0,-1,5685.66969,0.0,1,1600.0,6,36824.01714,SAT,,533.298,
14,14,1,1600.0,0,3600.0,-1,6216.295459,0.0,1,1600.0,7,43040.312599000004,SAT,,461.885,
15,15,1,1600.0,0,3600.0,-1,6675.667818,0.0,1,1600.0,7,49715.980417000006,SAT,,559.047,
16,16,1,1600.0,0,3600.0,-1,7232.018858,0.0,1,1600.0,8,56947.99927500001,SAT,,462.013,
17,17,1,1600.0,0,3600.0,-1,7692.844231,0.0,1,1600.0,8,64640.84350600001,SAT,,498.743,
