-999.99999999
gen	min     	avg     	max     	std    
0  	-941.569	-914.23 	-912.456	1.01673
1  	-941.569	-914.232	-913.042	1.03101
2  	-941.569	-914.237	-912.902	1.07799
3  	-941.569	-914.242	-912.902	1.13972
4  	-941.569	-914.241	-912.738	1.24334
5  	-941.569	-914.242	-911.705	1.19182
6  	-941.569	-914.239	-911.768	1.20065
7  	-941.569	-914.238	-911.879	1.25622
8  	-941.569	-914.232	-911.882	1.21985
9  	-941.569	-914.228	-911.634	1.27477
10 	-941.569	-914.23 	-911.882	1.21597
11 	-941.569	-914.216	-911.805	1.31651
12 	-941.569	-914.203	-911.619	1.27606
13 	-941.569	-914.2  	-911.657	1.28461
14 	-941.569	-914.192	-911.612	1.33898
15 	-941.569	-914.202	-911.585	1.35553
16 	-941.569	-914.197	-911.575	1.33943
17 	-941.569	-914.204	-911.739	1.339  
18 	-941.569	-914.209	-911.568	1.32829
19 	-941.569	-914.2  	-911.65 	1.32859
20 	-941.569	-914.199	-911.794	1.30986
21 	-941.569	-914.204	-911.531	1.32556
22 	-941.569	-914.196	-911.742	1.30804
23 	-941.569	-914.195	-911.836	1.28735
24 	-941.569	-914.197	-911.945	1.28772
25 	-941.569	-914.194	-910.555	1.321  
26 	-941.569	-914.198	-911.222	1.23321
27 	-941.569	-914.188	-908.941	1.3489 
28 	-941.569	-914.177	-909.717	1.18067
29 	-941.569	-914.17 	-909.714	1.21803
30 	-941.569	-914.151	-910.33 	1.16263
31 	-941.569	-914.155	-910.321	1.30077
32 	-941.569	-914.125	-910.423	1.17467
33 	-941.569	-914.134	-910.56 	1.21506
34 	-941.569	-914.143	-910.701	1.33846
35 	-941.569	-914.147	-911.104	1.3063 
36 	-941.569	-914.141	-910.678	1.31774
37 	-941.569	-914.149	-909.915	1.36094
38 	-941.569	-914.146	-911.049	1.35598
39 	-941.569	-914.142	-911.163	1.29773
40 	-941.569	-914.135	-911.166	1.34717
41 	-941.569	-914.132	-911.012	1.32745
42 	-941.569	-914.132	-908.887	1.27101
43 	-941.569	-914.128	-910.912	1.29057
44 	-941.569	-914.12 	-909.452	1.31396
45 	-941.569	-914.094	-909.817	1.22036
46 	-941.569	-914.084	-909.444	1.17548
47 	-941.569	-914.069	-909.725	1.21967
48 	-941.569	-914.066	-909.987	1.2753 
49 	-941.569	-914.056	-910.312	1.2116 
50 	-941.569	-914.038	-910.333	1.13766
51 	-941.569	-914.024	-910.008	1.14616
52 	-941.569	-914.01 	-910.05 	1.15729
53 	-941.569	-914.024	-908.996	1.35087
54 	-941.569	-914.023	-910.316	1.29816
55 	-941.569	-914.037	-909.821	1.4534 
56 	-941.569	-914.019	-910.315	1.36743
57 	-941.569	-914.02 	-910.149	1.34224
58 	-945.457	-914.025	-907.839	1.47383
59 	-946.303	-914.041	-910.141	1.52911
60 	-946.303	-914.032	-910.346	1.52251
61 	-946.303	-914.024	-910.309	1.49276
62 	-946.303	-914.021	-909.578	1.49844
63 	-946.303	-913.997	-909.767	1.37812
64 	-947.265	-914.002	-909.714	1.54163
65 	-947.265	-913.998	-909.83 	1.48126
66 	-947.265	-913.978	-908.569	1.49897
67 	-947.265	-913.967	-907.538	1.53432
68 	-947.265	-913.969	-907.618	1.50616
69 	-947.265	-913.966	-908.748	1.4914 
70 	-947.265	-913.96 	-908.774	1.51779
71 	-947.265	-913.953	-908.171	1.5597 
72 	-947.546	-913.967	-908.574	1.74399
73 	-947.546	-913.953	-908.617	1.64561
74 	-947.546	-913.958	-908.567	1.73883
75 	-947.546	-913.913	-908.567	1.47636
76 	-947.892	-913.912	-908.512	1.64999
77 	-947.892	-913.888	-908.493	1.52627
78 	-947.892	-913.888	-908.485	1.50962
79 	-947.892	-913.875	-907.736	1.44886
80 	-955.005	-913.887	-908.268	1.71573
81 	-955.005	-913.89 	-907.949	1.78923
82 	-955.005	-913.895	-907.485	1.7765 
83 	-955.005	-913.895	-908.28 	1.81616
84 	-955.005	-913.887	-907.929	1.75911
85 	-955.005	-913.883	-908.365	1.80497
86 	-955.005	-913.858	-908.574	1.83322
87 	-955.005	-913.853	-908.237	1.71739
88 	-955.005	-913.855	-907.826	1.80433
89 	-955.005	-913.856	-907.834	1.96092
90 	-955.005	-913.842	-907.335	1.82027
91 	-955.005	-913.829	-907.746	1.79509
92 	-955.005	-913.822	-907.894	1.82408
93 	-955.005	-913.81 	-907.044	1.7497 
94 	-955.005	-913.798	-907.392	1.74376
95 	-955.005	-913.78 	-907.879	1.70559
96 	-955.005	-913.774	-908.209	1.78511
97 	-955.005	-913.782	-907.784	2.04513
98 	-955.005	-913.753	-907.482	1.89241
99 	-955.005	-913.762	-907.667	1.94118
100	-955.005	-913.741	-906.923	1.87265
101	-955.005	-913.75 	-907.551	2.01213
102	-955.005	-913.734	-906.36 	2.02601
103	-955.005	-913.75 	-907.065	2.21558
104	-955.005	-913.732	-906.483	2.26568
105	-955.005	-913.677	-906.743	1.84518
106	-955.005	-913.65 	-905.511	1.76289
107	-955.005	-913.663	-905.522	1.80103
108	-955.005	-913.662	-905.901	2.02023
109	-955.005	-913.651	-905.042	2.12384
110	-955.005	-913.638	-905.959	1.90037
111	-955.005	-913.646	-906.494	2.07621
112	-955.005	-913.64 	-906.522	2.05943
113	-955.005	-913.632	-906.618	2.14354
114	-955.005	-913.609	-904.859	2.18438
115	-955.005	-913.611	-905.458	2.14057
116	-955.005	-913.575	-906.515	1.94598
117	-955.005	-913.572	-906.45 	1.86271
118	-955.005	-913.561	-906.174	1.92023
119	-955.005	-913.535	-904.639	1.85541
120	-955.005	-913.543	-904.617	2.21639
121	-955.005	-913.503	-904.615	1.99218
122	-955.005	-913.507	-904.32 	2.06355
123	-955.005	-913.478	-905.015	1.97104
124	-957.01 	-913.488	-904.241	2.21586
125	-957.01 	-913.477	-904.72 	2.00509
126	-957.01 	-913.485	-904.578	2.17267
127	-957.192	-913.487	-904.967	2.22367
128	-957.192	-913.468	-905.765	1.98048
129	-957.192	-913.473	-905.828	2.03575
130	-957.192	-913.464	-905.851	2.02936
131	-957.192	-913.45 	-904.866	2.05803
132	-960.336	-913.442	-904.244	2.31875
133	-960.336	-913.419	-904.352	2.35454
134	-960.336	-913.388	-904.876	2.07056
135	-960.336	-913.402	-905.385	2.26385
136	-960.336	-913.408	-905.522	2.20443
137	-960.336	-913.376	-904.287	2.17232
138	-960.336	-913.361	-899.572	2.42167
139	-960.336	-913.335	-904.067	2.2847 
140	-960.336	-913.351	-904.123	2.48231
141	-960.336	-913.323	-904.845	2.26231
142	-960.336	-913.324	-903.617	2.17924
143	-960.336	-913.338	-904.931	2.42453
144	-960.691	-913.335	-904.919	2.57115
145	-960.691	-913.314	-903.717	2.50757
146	-960.691	-913.31 	-903.725	2.34181
147	-960.691	-913.314	-905.082	2.49127
148	-960.691	-913.286	-903.883	2.39449
149	-960.691	-913.269	-904.571	2.33602
150	-960.691	-913.248	-904.506	2.25295
151	-961.124	-913.247	-905.116	2.53099
152	-961.124	-913.258	-902.295	2.61089
153	-961.124	-913.232	-904.749	2.35896
154	-961.124	-913.217	-903.414	2.37305
155	-961.124	-913.21 	-903.808	2.38493
156	-961.124	-913.202	-901.37 	2.5305 
157	-961.124	-913.199	-902.442	2.48123
158	-961.124	-913.192	-902.387	2.68019
159	-961.124	-913.173	-903.392	2.56321
160	-961.696	-913.174	-903.602	2.74938
161	-961.696	-913.16 	-903.419	2.57011
162	-961.696	-913.154	-902.901	2.65603
163	-961.696	-913.153	-902.84 	2.7523 
164	-961.696	-913.09 	-903.389	2.40793
165	-962.43 	-913.099	-903.263	2.68716
166	-962.43 	-913.064	-903.325	2.47456
167	-962.43 	-913.071	-903.847	2.66598
168	-962.43 	-913.049	-902.214	2.6572 
169	-962.43 	-913.056	-901.133	2.75287
170	-962.43 	-913.026	-902.177	2.55036
171	-962.869	-913.024	-899.658	2.80555
