-546.49999999
gen	min     	avg   	max   	std    
0  	790.779 	266734	615650	95378.8
1  	790.779 	266700	617174	95088.5
2  	790.779 	266955	638068	97116.2
3  	790.779 	267090	628939	96703.5
4  	790.779 	267442	628939	99494.3
5  	790.779 	267634	624335	98373.7
6  	790.779 	268096	609770	97374.5
7  	790.779 	267611	601189	97160.5
8  	790.779 	267511	665093	99174.9
9  	790.779 	267261	599955	97435.7
10 	790.779 	267132	607489	97988.6
11 	790.779 	266752	641166	98411.1
12 	790.779 	267509	667857	97839  
13 	790.779 	267476	630234	95640.7
14 	790.779 	267755	619074	95875.1
15 	790.779 	267188	620273	95351.6
16 	790.779 	267588	618636	97681.5
17 	790.779 	267886	616413	99122.6
18 	790.779 	268229	610886	98903  
19 	790.779 	268337	610886	98785  
20 	790.779 	268761	589269	98939.6
21 	790.779 	268807	708349	99304.8
22 	790.779 	269004	652162	100003 
23 	790.779 	269213	705093	100238 
24 	790.779 	268929	604515	98050.5
25 	790.779 	268969	645754	101180 
26 	790.779 	268375	662069	102042 
27 	790.779 	267882	739306	102787 
28 	790.779 	268076	661844	101338 
29 	790.779 	268171	622928	101565 
30 	790.779 	268397	620816	101928 
31 	790.779 	268759	657120	101531 
32 	790.779 	268505	717437	102028 
33 	790.779 	268993	693057	104179 
34 	408.452 	268867	744624	105252 
35 	408.452 	268524	700030	103811 
36 	408.452 	268051	717498	102070 
37 	408.452 	268335	643657	101450 
38 	408.452 	267409	622873	99576.7
39 	408.452 	267268	636197	99740  
40 	408.452 	268166	645774	102377 
41 	408.367 	267941	674569	102148 
42 	408.367 	267626	660987	102651 
43 	408.367 	267953	630107	103838 
44 	408.367 	268267	639983	104386 
45 	408.367 	268756	624471	103090 
46 	408.367 	269254	680061	103268 
47 	408.367 	269275	652616	104449 
48 	408.367 	268958	643103	103122 
49 	408.367 	268692	667530	103382 
50 	408.367 	269141	623140	103564 
51 	408.367 	269419	613401	101721 
52 	408.367 	269865	637321	102335 
53 	408.367 	270126	647867	102770 
54 	408.367 	270186	640591	103416 
55 	408.367 	270304	652442	103430 
56 	408.367 	270280	679725	103029 
57 	408.363 	269831	655274	103554 
58 	408.363 	269921	668629	103111 
59 	408.363 	269945	728028	105552 
60 	408.363 	269633	684064	103526 
61 	408.363 	269948	693918	105408 
62 	408.363 	269646	678510	105048 
63 	408.363 	269991	690310	107217 
64 	408.363 	270286	690794	107097 
65 	254.326 	270638	678452	107191 
66 	254.326 	270829	670036	106195 
67 	254.326 	271302	676544	104995 
68 	254.326 	271751	670915	105343 
69 	254.326 	271630	655411	104705 
70 	106.447 	271595	615022	103034 
71 	106.447 	271315	629332	104355 
72 	106.447 	271169	659879	104567 
73 	106.447 	271325	683104	105338 
74 	106.447 	270891	660735	104899 
75 	106.447 	271596	645417	105537 
76 	106.447 	271130	655416	104616 
77 	106.447 	271113	654692	103915 
78 	106.447 	271104	693408	105158 
79 	106.447 	271572	638810	104708 
80 	106.447 	271482	635718	104810 
81 	106.447 	271185	702207	103838 
82 	106.447 	270874	703260	101828 
83 	106.447 	271777	672541	102441 
84 	106.447 	271015	673136	101616 
85 	106.447 	271591	722323	104798 
86 	106.447 	271430	766599	103663 
87 	106.447 	271449	698791	101932 
88 	106.447 	271484	648541	101701 
89 	106.447 	272014	698696	100807 
90 	106.447 	272099	662626	101365 
91 	106.447 	271743	664158	99120.5
92 	106.447 	271422	661537	98231.5
93 	106.447 	271410	656842	97877.8
94 	106.447 	271694	628601	98518.5
95 	106.447 	272081	592188	100311 
96 	106.447 	272464	688832	100820 
97 	106.447 	272438	604198	100857 
98 	106.447 	272911	679114	102509 
99 	106.447 	273484	649347	104055 
100	106.447 	272850	680317	104285 
101	106.447 	273006	683690	104169 
102	106.447 	273187	659083	106045 
103	106.447 	273644	619872	106024 
104	106.395 	273333	619768	105481 
105	106.395 	272653	667469	105191 
106	106.395 	272260	628582	105070 
107	106.395 	272223	743192	105954 
108	106.395 	272836	662774	107116 
109	106.395 	273084	664561	106209 
110	106.395 	272681	659623	104816 
111	106.395 	273453	652733	105606 
112	106.395 	273813	648731	105213 
113	106.395 	273737	639789	106262 
114	106.395 	273075	662943	105908 
115	106.395 	273113	676105	106928 
116	106.395 	273135	721394	109389 
117	106.395 	273581	705422	109686 
118	106.395 	273860	708444	107975 
119	106.395 	274295	686150	108327 
120	106.395 	273991	650336	107335 
121	106.395 	274554	694324	107205 
122	106.395 	274214	682395	107692 
123	106.395 	274859	676779	108862 
124	106.395 	274816	699447	109280 
125	106.395 	274127	705268	107629 
126	106.395 	273978	784689	110236 
127	106.395 	274341	776809	110839 
128	106.395 	275072	775600	110779 
129	106.395 	274684	788797	110623 
130	106.395 	274755	766495	109327 
131	106.395 	274577	745626	108815 
132	106.395 	274147	712732	108975 
133	106.395 	274520	730737	109566 
